Country Name,Country Code,Year,Value,Rank,Country/Territory,Capital,Continent,Area (km²),Density (per km²),Growth Rate,World Population Percentage,Population,Inflation,Total,Coal,Oil,Gas,Cement,Flaring,Per Capita,TradeValue in 1000 USD
Arab World,ARB,1994,487526906267.398,,,,,,,,,,5.11259890444316,,,,,,,,
Arab World,ARB,1995,523759898278.581,,,,,,,,,,6.5437906852417,,,,,,,,
Arab World,ARB,1996,578231297757.414,,,,,,,,,,4.68130623916412,,,,,,,,
Arab World,ARB,1997,613279452463.065,,,,,,,,,,3.60116103260948,,,,,,,,
Arab World,ARB,1998,591525594008.239,,,,,,,,,,3.417319489758,,,,,,,,
Arab World,ARB,1999,643889670873.196,,,,,,,,,,2.66937369053699,,,,,,,,
Arab World,ARB,2000,735025140326.516,,,,,,,,,,1.85379035325276,,,,,,,,
Arab World,ARB,2001,723282816391.284,,,,,,,,,,1.77220437351018,,,,,,,,
Arab World,ARB,2002,729051715403.445,,,,,,,,,,1.83299389002049,,,,,,,,
Arab World,ARB,2003,823110541440.464,,,,,,,,,,2.7125924747435,,,,,,,,
Arab World,ARB,2004,963862340520.581,,,,,,,,,,3.63228004956626,,,,,,,,
Arab World,ARB,2005,1184661549595.13,,,,,,,,,,3.4936853461953,,,,,,,,
Arab World,ARB,2006,1404113530800.68,,,,,,,,,,3.54498591605032,,,,,,,,
Arab World,ARB,2007,1637573196970.62,,,,,,,,,,4.74390639021646,,,,,,,,
Arab World,ARB,2008,2078115659876.48,,,,,,,,,,11.2706652380848,,,,,,,,
Arab World,ARB,2009,1795819607113.11,,,,,,,,,,2.92089711805365,,,,,,,,
Arab World,ARB,2010,2109645821948.41,,,,,,,,,,3.91106195534027,,,,,,,,
Arab World,ARB,2011,2501553648412.73,,,,,,,,,,4.75316388885632,,,,,,,,
Arab World,ARB,2012,2741238538444.31,,,,,,,,,,4.61184432206646,,,,,,,,
Arab World,ARB,2013,2839626635836.57,,,,,,,,,,3.23810833914068,,,,,,,,
Arab World,ARB,2014,2906616435186.9,,,,,,,,,,2.7735161312612,,,,,,,,
Arab World,ARB,2015,2563301730344.96,,,,,,,,,,1.81407723937759,,,,,,,,
Arab World,ARB,2016,2504702625568.63,,,,,,,,,,2.06884036053476,,,,,,,,
Caribbean small states,CSS,1960,2004785088.23708,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,1961,2169733054.3289,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,1962,2289494617.50319,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,1963,2431591781.47075,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,1964,2626895911.88936,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,1965,2828615453.30014,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,1966,3067843648.65076,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,1967,3293145006.66893,,,,,,,,,,3.20717908718531,,,,,,,,
Caribbean small states,CSS,1968,3274645643.10132,,,,,,,,,,5.36991901857966,,,,,,,,
Caribbean small states,CSS,1969,3563687634.72661,,,,,,,,,,5.83523186605491,,,,,,,,
Caribbean small states,CSS,1970,3920853183.53033,,,,,,,,,,7.28421637368523,,,,,,,,
Caribbean small states,CSS,1971,4262673219.74986,,,,,,,,,,4.61497182668252,,,,,,,,
Caribbean small states,CSS,1972,4934739944.09331,,,,,,,,,,6.83081131902367,,,,,,,,
Caribbean small states,CSS,1973,5390816069.08124,,,,,,,,,,13.4406006971741,,,,,,,,
Caribbean small states,CSS,1974,7007906856.32259,,,,,,,,,,27.1581894550217,,,,,,,,
Caribbean small states,CSS,1975,8200001223.49872,,,,,,,,,,17.1776036271348,,,,,,,,
Caribbean small states,CSS,1976,8414807199.18667,,,,,,,,,,9.93159565281302,,,,,,,,
Caribbean small states,CSS,1977,9783471923.0628,,,,,,,,,,9.73113276853738,,,,,,,,
Caribbean small states,CSS,1978,9980604018.52617,,,,,,,,,,9.48238259101763,,,,,,,,
Caribbean small states,CSS,1979,11435129604.5471,,,,,,,,,,14.782239267266,,,,,,,,
Caribbean small states,CSS,1980,14028282040.6689,,,,,,,,,,17.4703042795772,,,,,,,,
Caribbean small states,CSS,1981,15480050142.6008,,,,,,,,,,12.7397181145091,,,,,,,,
Caribbean small states,CSS,1982,17287146828.8967,,,,,,,,,,6.83903252716288,,,,,,,,
Caribbean small states,CSS,1983,17450456929.571,,,,,,,,,,4.99609679980485,,,,,,,,
Caribbean small states,CSS,1984,16436254244.733,,,,,,,,,,3.68874452760909,,,,,,,,
Caribbean small states,CSS,1985,16161316057.0401,,,,,,,,,,3.91510525082794,,,,,,,,
Caribbean small states,CSS,1986,14445145769.2853,,,,,,,,,,2.19025825433132,,,,,,,,
Caribbean small states,CSS,1987,15475346111.2724,,,,,,,,,,4.0245804334164,,,,,,,,
Caribbean small states,CSS,1988,16399795081.909,,,,,,,,,,4.00000000000012,,,,,,,,
Caribbean small states,CSS,1989,16631954337.8926,,,,,,,,,,5.38765822784808,,,,,,,,
Caribbean small states,CSS,1990,17884432804.7622,,,,,,,,,,4.26755662855973,,,,,,,,
Caribbean small states,CSS,1991,17668489746.0183,,,,,,,,,,5.55706153429131,,,,,,,,
Caribbean small states,CSS,1992,17396950391.3169,,,,,,,,,,5.47182559344177,,,,,,,,
Caribbean small states,CSS,1993,18254627213.7717,,,,,,,,,,2.72289766970589,,,,,,,,
Caribbean small states,CSS,1994,19289605582.54,,,,,,,,,,2.56934304644297,,,,,,,,
Caribbean small states,CSS,1995,21134854978.4877,,,,,,,,,,2.92320804732386,,,,,,,,
Caribbean small states,CSS,1996,23041792540.1097,,,,,,,,,,2.23636304005722,,,,,,,,
Caribbean small states,CSS,1997,25732097913.4072,,,,,,,,,,2.99598403029241,,,,,,,,
Caribbean small states,CSS,1998,28249856028.3436,,,,,,,,,,2.6986029585834,,,,,,,,
Caribbean small states,CSS,1999,30022320518.2375,,,,,,,,,,2.62139524582745,,,,,,,,
Caribbean small states,CSS,2000,32256663837.939,,,,,,,,,,2.43581303489138,,,,,,,,
Caribbean small states,CSS,2001,33176931053.7493,,,,,,,,,,2.62741314203333,,,,,,,,
Caribbean small states,CSS,2002,34949444322.9159,,,,,,,,,,2.17357792508091,,,,,,,,
Caribbean small states,CSS,2003,37500825974.468,,,,,,,,,,2.23543664374554,,,,,,,,
Caribbean small states,CSS,2004,41178984265.2063,,,,,,,,,,2.39410982050296,,,,,,,,
Caribbean small states,CSS,2005,46656114031.8673,,,,,,,,,,3.73342916467019,,,,,,,,
Caribbean small states,CSS,2006,52416498942.5771,,,,,,,,,,4.25195321977968,,,,,,,,
Caribbean small states,CSS,2007,58371461971.2934,,,,,,,,,,4.03422982885069,,,,,,,,
Caribbean small states,CSS,2008,66596542818.2652,,,,,,,,,,8.03327327650343,,,,,,,,
Caribbean small states,CSS,2009,55887477076.4319,,,,,,,,,,0.421539125687228,,,,,,,,
Caribbean small states,CSS,2010,60945499584.2842,,,,,,,,,,3.3700254022015,,,,,,,,
Caribbean small states,CSS,2011,66197591876.8357,,,,,,,,,,3.45674967234602,,,,,,,,
Caribbean small states,CSS,2012,70647852492.6344,,,,,,,,,,2.59844414147086,,,,,,,,
Caribbean small states,CSS,2013,71284814647.9944,,,,,,,,,,1.1069855400014,,,,,,,,
Caribbean small states,CSS,2014,71392784816.8765,,,,,,,,,,1.2013996448106,,,,,,,,
Caribbean small states,CSS,2015,69516216246.9776,,,,,,,,,,-0.843826984638296,,,,,,,,
Caribbean small states,CSS,2016,66707362091.378,,,,,,,,,,0.663427167917558,,,,,,,,
Central Europe and the Baltics,CEB,1990,256391119869.734,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,1991,242844938128.091,,,,,,,,,,118.527578905984,,,,,,,,
Central Europe and the Baltics,CEB,1992,260069791613.87,,,,,,,,,,150.615831956876,,,,,,,,
Central Europe and the Baltics,CEB,1993,274192522357.49,,,,,,,,,,72.8787913866333,,,,,,,,
Central Europe and the Baltics,CEB,1994,311016433450.634,,,,,,,,,,35.9247053929643,,,,,,,,
Central Europe and the Baltics,CEB,1995,386483907816.169,,,,,,,,,,27.951388563304,,,,,,,,
Central Europe and the Baltics,CEB,1996,412961998506.857,,,,,,,,,,19.7949669196707,,,,,,,,
Central Europe and the Baltics,CEB,1997,409177928370.546,,,,,,,,,,8.88104848465888,,,,,,,,
Central Europe and the Baltics,CEB,1998,447675022512.855,,,,,,,,,,8.20833333333299,,,,,,,,
Central Europe and the Baltics,CEB,1999,434158663027.362,,,,,,,,,,4.01913875598084,,,,,,,,
Central Europe and the Baltics,CEB,2000,427826438350.621,,,,,,,,,,8.91174418658764,,,,,,,,
Central Europe and the Baltics,CEB,2001,468434348786.6,,,,,,,,,,5.74827981651377,,,,,,,,
Central Europe and the Baltics,CEB,2002,527515753116.019,,,,,,,,,,3.12714222984604,,,,,,,,
Central Europe and the Baltics,CEB,2003,634885340805.817,,,,,,,,,,2.34864169582755,,,,,,,,
Central Europe and the Baltics,CEB,2004,763009793236.826,,,,,,,,,,3.59297594249513,,,,,,,,
Central Europe and the Baltics,CEB,2005,886484956908.554,,,,,,,,,,3.31717824448043,,,,,,,,
Central Europe and the Baltics,CEB,2006,1002687667760.64,,,,,,,,,,3.93032603841,,,,,,,,
Central Europe and the Baltics,CEB,2007,1262018642144.73,,,,,,,,,,4.83732928313989,,,,,,,,
Central Europe and the Baltics,CEB,2008,1524160100132.74,,,,,,,,,,6.35866380152374,,,,,,,,
Central Europe and the Baltics,CEB,2009,1281584484589.85,,,,,,,,,,2.75320223914816,,,,,,,,
Central Europe and the Baltics,CEB,2010,1313815361437.81,,,,,,,,,,1.80117022137136,,,,,,,,
Central Europe and the Baltics,CEB,2011,1446816247840.0,,,,,,,,,,4.13027562645087,,,,,,,,
Central Europe and the Baltics,CEB,2012,1351348603800.8,,,,,,,,,,3.33492267693443,,,,,,,,
Central Europe and the Baltics,CEB,2013,1422416711189.95,,,,,,,,,,1.43829787234043,,,,,,,,
Central Europe and the Baltics,CEB,2014,1463360359358.05,,,,,,,,,,0.0538213132400467,,,,,,,,
Central Europe and the Baltics,CEB,2015,1285572776919.07,,,,,,,,,,-0.464499004645002,,,,,,,,
Central Europe and the Baltics,CEB,2016,1312157690492.89,,,,,,,,,,-0.0549995416704911,,,,,,,,
Early-demographic dividend,EAR,1960,152378454683.878,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,1961,153311493572.423,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,1962,158916755209.822,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,1963,168090855529.874,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,1964,192550820717.691,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,1965,209918435940.819,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,1966,207192127927.611,,,,,,,,,,4.47981069723112,,,,,,,,
Early-demographic dividend,EAR,1967,217434760704.496,,,,,,,,,,1.97774154682664,,,,,,,,
Early-demographic dividend,EAR,1968,235619309639.936,,,,,,,,,,2.07922185813622,,,,,,,,
Early-demographic dividend,EAR,1969,263378529355.326,,,,,,,,,,2.97513924739648,,,,,,,,
Early-demographic dividend,EAR,1970,279193504764.852,,,,,,,,,,3.81266490766791,,,,,,,,
Early-demographic dividend,EAR,1971,301585808664.471,,,,,,,,,,4.19529837265424,,,,,,,,
Early-demographic dividend,EAR,1972,331593747605.821,,,,,,,,,,6.07499999951511,,,,,,,,
Early-demographic dividend,EAR,1973,424413916047.314,,,,,,,,,,12.0819394612939,,,,,,,,
Early-demographic dividend,EAR,1974,595404849057.397,,,,,,,,,,19.0704733006474,,,,,,,,
Early-demographic dividend,EAR,1975,639433225164.46,,,,,,,,,,12.879181833834,,,,,,,,
Early-demographic dividend,EAR,1976,698259612679.885,,,,,,,,,,10.1934769590104,,,,,,,,
Early-demographic dividend,EAR,1977,781303040617.689,,,,,,,,,,12.1569315041025,,,,,,,,
Early-demographic dividend,EAR,1978,864922011213.364,,,,,,,,,,9.31418369560825,,,,,,,,
Early-demographic dividend,EAR,1979,1051436948147.1,,,,,,,,,,11.5424155726988,,,,,,,,
Early-demographic dividend,EAR,1980,1295401864990.77,,,,,,,,,,14.6845027763768,,,,,,,,
Early-demographic dividend,EAR,1981,1447517165740.9,,,,,,,,,,12.4132613723979,,,,,,,,
Early-demographic dividend,EAR,1982,1379491226141.91,,,,,,,,,,10.2217271376891,,,,,,,,
Early-demographic dividend,EAR,1983,1392376333198.89,,,,,,,,,,10.2436633526545,,,,,,,,
Early-demographic dividend,EAR,1984,1372231409900.51,,,,,,,,,,8.49737141281982,,,,,,,,
Early-demographic dividend,EAR,1985,1405011033226.21,,,,,,,,,,9.35333081274149,,,,,,,,
Early-demographic dividend,EAR,1986,1425838794352.93,,,,,,,,,,10.0017155606022,,,,,,,,
Early-demographic dividend,EAR,1987,1436813007738.15,,,,,,,,,,9.75300310171001,,,,,,,,
Early-demographic dividend,EAR,1988,1545908814609.4,,,,,,,,,,8.98300338208987,,,,,,,,
Early-demographic dividend,EAR,1989,1579986814759.15,,,,,,,,,,9.07562408537859,,,,,,,,
Early-demographic dividend,EAR,1990,1819896194901.83,,,,,,,,,,11.9060546010382,,,,,,,,
Early-demographic dividend,EAR,1991,1928919471259.18,,,,,,,,,,15.050130775937,,,,,,,,
Early-demographic dividend,EAR,1992,2116361374325.42,,,,,,,,,,10.5274440119592,,,,,,,,
Early-demographic dividend,EAR,1993,2322855172109.96,,,,,,,,,,9.9736647602921,,,,,,,,
Early-demographic dividend,EAR,1994,2432160774435.76,,,,,,,,,,9.59323024553454,,,,,,,,
Early-demographic dividend,EAR,1995,2482548280990.99,,,,,,,,,,10.0221733553239,,,,,,,,
Early-demographic dividend,EAR,1996,2709494744622.69,,,,,,,,,,8.51995195925336,,,,,,,,
Early-demographic dividend,EAR,1997,2893194179712.89,,,,,,,,,,7.01828599869912,,,,,,,,
Early-demographic dividend,EAR,1998,2846298375892.1,,,,,,,,,,6.42073242971302,,,,,,,,
Early-demographic dividend,EAR,1999,3019867129834.06,,,,,,,,,,5.02022692255851,,,,,,,,
Early-demographic dividend,EAR,2000,3275876559584.92,,,,,,,,,,3.89952980284716,,,,,,,,
Early-demographic dividend,EAR,2001,3235006813827.87,,,,,,,,,,3.7508205747202,,,,,,,,
Early-demographic dividend,EAR,2002,3144218788340.61,,,,,,,,,,4.24026660688647,,,,,,,,
Early-demographic dividend,EAR,2003,3516151323703.34,,,,,,,,,,5.45293224327204,,,,,,,,
Early-demographic dividend,EAR,2004,4090111659563.41,,,,,,,,,,4.43526108410781,,,,,,,,
Early-demographic dividend,EAR,2005,4767620344026.82,,,,,,,,,,4.82170050712851,,,,,,,,
Early-demographic dividend,EAR,2006,5462304388463.2,,,,,,,,,,5.68713772607966,,,,,,,,
Early-demographic dividend,EAR,2007,6488823566895.55,,,,,,,,,,6.17780683499413,,,,,,,,
Early-demographic dividend,EAR,2008,7317501470600.68,,,,,,,,,,10.4469875128222,,,,,,,,
Early-demographic dividend,EAR,2009,7045911611995.23,,,,,,,,,,4.45829607073762,,,,,,,,
Early-demographic dividend,EAR,2010,8514322770067.29,,,,,,,,,,4.39741383150069,,,,,,,,
Early-demographic dividend,EAR,2011,9564928622914.71,,,,,,,,,,5.81149209022689,,,,,,,,
Early-demographic dividend,EAR,2012,9974410005994.34,,,,,,,,,,5.01827254237434,,,,,,,,
Early-demographic dividend,EAR,2013,10160722334942.3,,,,,,,,,,4.82462314269542,,,,,,,,
Early-demographic dividend,EAR,2014,10529872000158.3,,,,,,,,,,4.07392957476224,,,,,,,,
Early-demographic dividend,EAR,2015,10194970465551.6,,,,,,,,,,3.06203169580559,,,,,,,,
Early-demographic dividend,EAR,2016,10401989026722.8,,,,,,,,,,3.21988689395718,,,,,,,,
East Asia & Pacific,EAS,1960,153611968410.868,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1961,154058410879.326,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1962,157634158384.164,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1963,175902438691.371,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1964,202099658345.593,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1965,225097031930.026,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1966,251654220084.227,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1967,272677391514.359,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1968,300494755214.571,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1969,346159376816.483,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1970,407482340310.948,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1971,452155385439.724,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1972,561124915613.103,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1973,739677042363.32,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1974,852154564637.675,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1975,933155076408.682,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1976,1026039624283.15,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1977,1223069163831.1,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1978,1542745010316.58,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1979,1675126322202.62,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1980,1811621650857.12,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1981,2000329444916.93,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1982,1959327051346.86,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1983,2078325205696.09,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1984,2229496400059.14,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1985,2363703214005.83,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1986,3081288169010.05,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,1987,3603282407781.65,,,,,,,,,,4.685987787925,,,,,,,,
East Asia & Pacific,EAS,1988,4336305608499.4,,,,,,,,,,7.88732394366179,,,,,,,,
East Asia & Pacific,EAS,1989,4535368154904.11,,,,,,,,,,6.41553963494968,,,,,,,,
East Asia & Pacific,EAS,1990,4746999011159.47,,,,,,,,,,7.81919144730541,,,,,,,,
East Asia & Pacific,EAS,1991,5345047818273.24,,,,,,,,,,6.49734555984544,,,,,,,,
East Asia & Pacific,EAS,1992,5835758398326.51,,,,,,,,,,6.21328146355184,,,,,,,,
East Asia & Pacific,EAS,1993,6552477292052.35,,,,,,,,,,4.88755545263501,,,,,,,,
East Asia & Pacific,EAS,1994,7313623815311.39,,,,,,,,,,5.64990893945513,,,,,,,,
East Asia & Pacific,EAS,1995,8310311039754.74,,,,,,,,,,4.62776659959758,,,,,,,,
East Asia & Pacific,EAS,1996,8008587857961.38,,,,,,,,,,5.52480986015133,,,,,,,,
East Asia & Pacific,EAS,1997,7662988542672.2,,,,,,,,,,3.72765760183634,,,,,,,,
East Asia & Pacific,EAS,1998,6863955800395.99,,,,,,,,,,5.49101180380942,,,,,,,,
East Asia & Pacific,EAS,1999,7665318632852.15,,,,,,,,,,1.98382427234186,,,,,,,,
East Asia & Pacific,EAS,2000,8291881372201.96,,,,,,,,,,1.59196917460974,,,,,,,,
East Asia & Pacific,EAS,2001,7712927229834.08,,,,,,,,,,3.57755452095076,,,,,,,,
East Asia & Pacific,EAS,2002,7837074972126.93,,,,,,,,,,1.88572000240366,,,,,,,,
East Asia & Pacific,EAS,2003,8617381783014.6,,,,,,,,,,2.28915662650606,,,,,,,,
East Asia & Pacific,EAS,2004,9663708744825.51,,,,,,,,,,3.23751394003323,,,,,,,,
East Asia & Pacific,EAS,2005,10311337123730.3,,,,,,,,,,3.03702332617015,,,,,,,,
East Asia & Pacific,EAS,2006,10939731186788.5,,,,,,,,,,3.93616259929866,,,,,,,,
East Asia & Pacific,EAS,2007,12236995324293.9,,,,,,,,,,3.76400259181597,,,,,,,,
East Asia & Pacific,EAS,2008,14134059989615.9,,,,,,,,,,8.34208634920956,,,,,,,,
East Asia & Pacific,EAS,2009,14564521831208.3,,,,,,,,,,1.6217301400345,,,,,,,,
East Asia & Pacific,EAS,2010,16938756587419.1,,,,,,,,,,3.05730563962443,,,,,,,,
East Asia & Pacific,EAS,2011,19638672525945.0,,,,,,,,,,5.02146014620726,,,,,,,,
East Asia & Pacific,EAS,2012,21019132105911.6,,,,,,,,,,2.97460779814473,,,,,,,,
East Asia & Pacific,EAS,2013,21262544412410.1,,,,,,,,,,2.58268766141797,,,,,,,,
East Asia & Pacific,EAS,2014,21900031790821.4,,,,,,,,,,2.51087633253703,,,,,,,,
East Asia & Pacific,EAS,2015,21766948388560.2,,,,,,,,,,0.795279630579775,,,,,,,,
East Asia & Pacific,EAS,2016,22480427869996.2,,,,,,,,,,1.27699094497328,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1960,80518696000.8927,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1961,70681455168.9896,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1962,64769510577.3344,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1963,70136390296.0357,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1964,81316003235.6796,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1965,94897351255.7441,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1966,103886511741.267,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1967,100662752164.515,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1968,101693800242.244,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1969,114217932022.435,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1970,127313168493.44,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1971,136878723644.538,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1972,155310934931.674,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1973,195708821541.4,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1974,221300661170.708,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1975,248888152432.607,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1976,253054369682.351,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1977,292610334593.215,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1978,283760709405.779,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1979,328128012802.225,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1980,379504541663.84,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1981,405525611894.783,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1982,425626144074.375,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1983,445707127439.067,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1984,483631332127.725,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1985,529495949770.745,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1986,527664946723.674,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1987,520956352850.569,,,,,,,,,,5.1748812732386,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1988,577812625861.037,,,,,,,,,,9.34212688547207,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1989,624706266003.806,,,,,,,,,,6.46256171146446,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1990,669863020224.736,,,,,,,,,,8.19137132040974,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1991,727077354112.482,,,,,,,,,,6.96568127760758,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1992,814592738317.294,,,,,,,,,,7.52351717022744,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1993,895434641679.377,,,,,,,,,,5.73690583357398,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1994,1076281227424.21,,,,,,,,,,7.65824302019538,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1995,1327345521155.67,,,,,,,,,,5.81818181818193,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1996,1524284386976.58,,,,,,,,,,7.31348259330353,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1997,1577561090239.87,,,,,,,,,,5.60802843389853,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1998,1439218353454.99,,,,,,,,,,8.6148315364729,,,,,,,,
East Asia & Pacific (excluding high income),EAP,1999,1585434255545.34,,,,,,,,,,4.29072851723813,,,,,,,,
East Asia & Pacific (excluding high income),EAP,2000,1745767476937.47,,,,,,,,,,2.15851810619412,,,,,,,,
East Asia & Pacific (excluding high income),EAP,2001,1856457750414.03,,,,,,,,,,4.27267024465106,,,,,,,,
