,Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
51133,Slovakia,SVK,2019,33.776188,11.778465,10.319318,9.369659,1.404269,0.01908,0.885396,6.193007
51134,Slovakia,SVK,2020,31.094728,9.955995,9.610438,9.287948,1.443145,0.013168,0.784032,5.698469
51135,Slovakia,SVK,2021,35.308218,12.579047,10.094408,10.394417,1.443145,0.013168,0.784032,6.4814
51402,Slovenia,SVN,2016,14.464584,4.963894,7.240179,1.683866,0.34372,0.12983,0.103096,6.920787
51403,Slovenia,SVN,2017,14.622025,4.906708,7.310981,1.753276,0.410234,0.139165,0.101662,6.968205
51404,Slovenia,SVN,2018,14.526712,4.792092,7.326315,1.720399,0.450078,0.130953,0.106875,6.898023
51405,Slovenia,SVN,2019,14.048142,4.530459,7.056562,1.753026,0.477618,0.124603,0.105873,6.648746
51406,Slovenia,SVN,2020,12.866237,4.392651,6.019196,1.749733,0.474881,0.125095,0.104681,6.07574
51407,Slovenia,SVN,2021,12.54933,3.614252,6.3875,1.842921,0.474881,0.125095,0.104681,5.921143
51674,Solomon Islands,SLB,2016,0.289456,0.0,0.289456,0.0,0.0,0.0,,0.460842
51675,Solomon Islands,SLB,2017,0.285792,0.0,0.285792,0.0,0.0,0.0,,0.444029
51676,Solomon Islands,SLB,2018,0.289456,0.0,0.289456,0.0,0.0,0.0,,0.439069
51677,Solomon Islands,SLB,2019,0.29312,0.0,0.29312,0.0,0.0,0.0,,0.434256
51678,Solomon Islands,SLB,2020,0.309364,0.0,0.309364,0.0,0.0,0.0,,0.447581
51679,Solomon Islands,SLB,2021,0.317925,0.0,0.317925,0.0,0.0,0.0,,0.449141
51946,Somalia,SOM,2016,0.637536,0.0,0.637536,0.0,,0.0,,0.044605
51947,Somalia,SOM,2017,0.637536,0.0,0.637536,0.0,,0.0,,0.042891
51948,Somalia,SOM,2018,0.637536,0.0,0.637536,0.0,,0.0,,0.041369
51949,Somalia,SOM,2019,0.637536,0.0,0.637536,0.0,,0.0,,0.039893
51950,Somalia,SOM,2020,0.578264,0.0,0.578264,0.0,,0.0,,0.034968
51951,Somalia,SOM,2021,0.610374,0.0,0.610374,0.0,,0.0,,0.035766
52218,South Africa,ZAF,2016,456.972861,384.489745,58.934967,7.815249,5.69139,0.04151,,8.099157
52219,South Africa,ZAF,2017,439.380139,369.918017,56.611992,7.338931,5.481458,0.029742,,7.757252
52220,South Africa,ZAF,2018,435.237182,355.111886,65.482456,9.119619,5.466088,0.057133,,7.590512
52221,South Africa,ZAF,2019,466.92417,394.345328,57.979136,9.10504,5.452967,0.041698,,8.038352
52222,South Africa,ZAF,2020,435.831861,373.220141,49.002001,8.484006,5.070967,0.054746,,7.411864
52223,South Africa,ZAF,2021,435.928899,370.266547,52.305232,8.233757,5.070967,0.052396,,7.339827
52490,Spain,ESP,2016,261.227657,45.677289,141.796009,57.702443,9.413649,3.763629,2.874637,5.621025
52491,Spain,ESP,2017,275.053205,53.592704,142.571508,62.580146,9.448701,3.823099,3.037047,5.904435
52492,Spain,ESP,2018,270.052271,48.066131,143.531398,61.902589,9.667446,3.793986,3.090723,5.771329
52493,Spain,ESP,2019,251.825149,23.622477,141.220887,71.252814,9.064168,3.644884,3.019919,5.343047
52494,Spain,ESP,2020,213.339721,14.300041,120.283595,64.320816,8.191764,3.558305,2.685201,4.504277
52495,Spain,ESP,2021,233.649543,18.575481,133.112623,67.109056,8.608877,3.558305,2.685201,4.920291
52762,Sri Lanka,LKA,2016,23.023608,5.524435,16.470728,0.0,1.028445,0.0,,1.074589
52763,Sri Lanka,LKA,2017,23.030453,5.723168,16.23152,0.0,1.075765,0.0,,1.070845
52764,Sri Lanka,LKA,2018,20.994533,5.528013,14.382359,0.0,1.084161,0.0,,0.972838
52765,Sri Lanka,LKA,2019,22.220113,5.902704,14.806224,0.0,1.511185,0.0,,1.026349
52766,Sri Lanka,LKA,2020,21.70368,6.335415,13.857081,0.0,1.511185,0.0,,0.999475
52767,Sri Lanka,LKA,2021,20.78091,6.076669,13.193056,0.0,1.511185,0.0,,0.954416
53034,Saint Kitts and Nevis,KNA,2016,0.23816,0.0,0.23816,0.0,0.0,0.0,,4.983678
53035,Saint Kitts and Nevis,KNA,2017,0.241824,0.0,0.241824,0.0,0.0,0.0,,5.060668
53036,Saint Kitts and Nevis,KNA,2018,0.245488,0.0,0.245488,0.0,0.0,0.0,,5.139926
53037,Saint Kitts and Nevis,KNA,2019,0.252816,0.0,0.252816,0.0,0.0,0.0,,5.298793
53038,Saint Kitts and Nevis,KNA,2020,0.215855,0.0,0.215855,0.0,0.0,0.0,,4.530767
53039,Saint Kitts and Nevis,KNA,2021,0.237794,0.0,0.237794,0.0,0.0,0.0,,4.995041
53306,St. Kitts-Nevis-Anguilla,KNA,2016,0.0,,,,,,,0.0
53307,St. Kitts-Nevis-Anguilla,KNA,2017,0.0,,,,,,,0.0
53308,St. Kitts-Nevis-Anguilla,KNA,2018,0.0,,,,,,,0.0
53309,St. Kitts-Nevis-Anguilla,KNA,2019,0.0,,,,,,,0.0
53310,St. Kitts-Nevis-Anguilla,KNA,2020,0.0,,,,,,,0.0
53311,St. Kitts-Nevis-Anguilla,KNA,2021,0.0,,,,,,,0.0
53578,Saint Pierre and Miquelon,SPM,2016,0.065952,0.0,0.065952,0.0,0.0,0.0,,11.056496
53579,Saint Pierre and Miquelon,SPM,2017,0.065952,0.0,0.065952,0.0,0.0,0.0,,11.071345
53580,Saint Pierre and Miquelon,SPM,2018,0.058624,0.0,0.058624,0.0,0.0,0.0,,9.862719
53581,Saint Pierre and Miquelon,SPM,2019,0.065952,0.0,0.065952,0.0,0.0,0.0,,11.131139
53582,Saint Pierre and Miquelon,SPM,2020,0.05631,0.0,0.05631,0.0,0.0,0.0,,9.534364
53583,Saint Pierre and Miquelon,SPM,2021,0.062033,0.0,0.062033,0.0,0.0,0.0,,10.544484
53850,Saint Vincent and the Grenadines,VCT,2016,0.241824,0.0,0.241824,0.0,0.0,0.0,,2.282155
53851,Saint Vincent and the Grenadines,VCT,2017,0.216176,0.0,0.216176,0.0,0.0,0.0,,2.04811
53852,Saint Vincent and the Grenadines,VCT,2018,0.241824,0.0,0.241824,0.0,0.0,0.0,,2.296939
53853,Saint Vincent and the Grenadines,VCT,2019,0.227168,0.0,0.227168,0.0,0.0,0.0,,2.165072
53854,Saint Vincent and the Grenadines,VCT,2020,0.193957,0.0,0.193957,0.0,0.0,0.0,,1.853702
53855,Saint Vincent and the Grenadines,VCT,2021,0.21367,0.0,0.21367,0.0,0.0,0.0,,2.047981
54122,Suriname,SUR,2016,2.349171,0.0,2.333945,0.007339,0.007886,0.0,,4.040173
54123,Suriname,SUR,2017,2.111302,0.0,2.08848,0.007328,0.01183,0.003664,,3.593344
54124,Suriname,SUR,2018,1.869478,0.0,1.846656,0.010992,0.01183,0.0,,3.148779
54125,Suriname,SUR,2019,2.68287,0.0,2.660034,0.011007,0.01183,0.0,,4.469209
54126,Suriname,SUR,2020,2.607637,0.0,2.586778,0.00903,0.01183,0.0,,4.295482
54127,Suriname,SUR,2021,2.793206,0.0,2.77081,0.010566,0.01183,0.0,,4.556728
54394,Swaziland,SWZ,2016,1.055232,0.246343,0.808889,0.0,0.0,0.0,,0.923597
54395,Swaziland,SWZ,2017,0.985616,0.161216,0.8244,0.0,0.0,0.0,,0.856023
54396,Swaziland,SWZ,2018,1.033248,0.161216,0.872032,0.0,0.0,0.0,,0.890403
54397,Swaziland,SWZ,2019,1.121184,0.20152,0.919664,0.0,0.0,0.0,,0.958594
54398,Swaziland,SWZ,2020,1.060032,0.18113,0.878902,0.0,0.0,0.0,,0.897834
54399,Swaziland,SWZ,2021,1.087219,0.190836,0.896383,0.0,0.0,0.0,,0.911889
54666,Sweden,SWE,2016,43.415985,8.00221,30.369447,2.266186,1.553613,0.639619,0.584911,4.361961
54667,Sweden,SWE,2017,42.704238,8.473792,29.50231,1.816615,1.484312,0.800675,0.626533,4.245718
54668,Sweden,SWE,2018,42.094909,8.046477,29.172925,1.89366,1.607177,0.825032,0.549638,4.142263
54669,Sweden,SWE,2019,40.982492,8.092101,28.705403,1.777568,1.349386,0.536187,0.521847,3.991313
54670,Sweden,SWE,2020,36.515101,6.662655,26.157097,1.446498,1.272062,0.444958,0.531832,3.521575
54671,Sweden,SWE,2021,35.848949,5.553458,26.562522,1.484117,1.272062,0.444958,0.531832,3.424918
54938,Switzerland,CHE,2016,39.185341,0.528458,29.556995,7.127107,1.768989,0.028309,0.175483,4.680021
54939,Switzerland,CHE,2017,38.178641,0.506227,28.619567,7.086324,1.759823,0.031167,0.175533,4.517281
54940,Switzerland,CHE,2018,36.873818,0.478956,27.769712,6.685115,1.738398,0.02789,0.173746,4.330742
54941,Switzerland,CHE,2019,36.733064,0.4316,27.489291,6.878903,1.732205,0.033352,0.167712,4.283446
54942,Switzerland,CHE,2020,34.240967,0.414396,25.309228,6.649167,1.679247,0.026395,0.162533,3.963711
54943,Switzerland,CHE,2021,34.931692,0.413264,25.420495,7.229757,1.679247,0.026395,0.162533,4.019107
55210,Syria,SYR,2016,29.002529,0.003664,20.448784,6.954272,0.85569,0.740118,,1.529326
55211,Syria,SYR,2017,32.613288,0.003664,22.768096,6.862672,0.740434,2.238422,,1.717992
55212,Syria,SYR,2018,30.229894,0.003664,21.309824,6.826032,0.750912,1.339462,,1.563605
55213,Syria,SYR,2019,27.47897,0.003664,18.407936,6.547568,0.768375,1.751427,,1.367232
55214,Syria,SYR,2020,26.159826,0.002883,17.012827,6.537683,0.768375,1.838057,,1.259343
55215,Syria,SYR,2021,27.00077,0.002535,17.435879,6.837296,0.768375,1.956685,,1.266193
55482,Taiwan,TWN,2016,279.705,159.482334,70.804947,42.259937,5.395,0.049782,1.713,11.854684
55483,Taiwan,TWN,2017,284.821,162.617632,69.449059,46.447752,5.357,0.044556,0.905,12.035526
55484,Taiwan,TWN,2018,282.843,158.806565,68.992914,48.583011,5.378,0.057509,1.025,11.921133
55485,Taiwan,TWN,2019,273.515,154.560547,65.470555,46.949905,5.508,0.032994,0.993,11.502987
55486,Taiwan,TWN,2020,264.267187,144.262502,62.887735,50.229238,5.759784,0.134928,0.993,11.093659
55487,Taiwan,TWN,2021,282.856073,154.887128,65.905433,55.085732,5.849852,0.134928,0.993,11.854867
55754,Tajikistan,TJK,2016,6.436582,2.986378,2.77777,0.00732,0.665115,0.0,,0.73769
55755,Tajikistan,TJK,2017,7.85832,3.960784,2.370608,0.003664,1.523264,0.0,,0.880432
55756,Tajikistan,TJK,2018,9.108296,4.189885,2.92999,0.109875,1.878546,0.0,,0.997827
55757,Tajikistan,TJK,2019,9.832171,4.565344,2.934864,0.278464,2.053499,0.0,,1.053033
55758,Tajikistan,TJK,2020,9.434043,4.501797,2.584829,0.293917,2.053499,0.0,,0.988561
55759,Tajikistan,TJK,2021,10.336408,5.184992,2.786801,0.311116,2.053499,0.0,,1.060138
56026,Thailand,THA,2016,288.511668,59.10032,121.109856,84.539472,23.053166,0.708854,,4.08616
56027,Thailand,THA,2017,293.074203,62.76351,124.808885,82.413288,22.388464,0.700056,,4.133733
56028,Thailand,THA,2018,282.105408,60.588719,117.168969,81.268614,22.465831,0.613275,,3.966176
56029,Thailand,THA,2019,290.239228,62.483006,121.008841,83.851733,22.304276,0.591373,,4.070233
56030,Thailand,THA,2020,277.368424,66.805159,110.907639,77.123697,21.925554,0.606375,,3.880599
56031,Thailand,THA,2021,278.495695,70.646945,108.752895,77.3884,21.151106,0.556348,,3.889545
56298,Timor-Leste,TLS,2016,0.589904,0.0,0.509296,0.0,0.0,0.080608,,0.481727
56299,Timor-Leste,TLS,2017,0.633872,0.0,0.5496,0.0,0.0,0.084272,,0.509857
56300,Timor-Leste,TLS,2018,0.633872,0.0,0.498304,0.0,0.0,0.135568,,0.502337
56301,Timor-Leste,TLS,2019,0.685168,0.0,0.60456,0.0,0.0,0.080608,,0.535104
56302,Timor-Leste,TLS,2020,0.718671,0.0,0.638063,0.0,0.0,0.080608,,0.552826
56303,Timor-Leste,TLS,2021,0.736328,0.0,0.65572,0.0,0.0,0.080608,,0.557426
56570,Togo,TGO,2016,2.311978,0.0,1.477636,0.01463,0.819712,0.0,,0.301772
56571,Togo,TGO,2017,2.159934,0.0,1.395984,0.0,0.76395,0.0,,0.275053
56572,Togo,TGO,2018,2.207887,0.0,1.333696,0.087936,0.786255,0.0,,0.274385
56573,Togo,TGO,2019,2.205025,0.0,1.17248,0.190528,0.842017,0.0,,0.2675
56574,Togo,TGO,2020,2.243693,0.0,1.197757,0.203918,0.842017,0.0,,0.265759
56575,Togo,TGO,2021,2.34202,0.0,1.279413,0.22059,0.842017,0.0,,0.270916
56842,Tonga,TON,2016,0.124576,0.0,0.124576,0.0,0.0,0.0,,1.178503
56843,Tonga,TON,2017,0.135568,0.0,0.135568,0.0,0.0,0.0,,1.286041
56844,Tonga,TON,2018,0.135568,0.0,0.135568,0.0,0.0,0.0,,1.289282
56845,Tonga,TON,2019,0.161216,0.0,0.161216,0.0,0.0,0.0,,1.536107
56846,Tonga,TON,2020,0.17015,0.0,0.17015,0.0,0.0,0.0,,1.616566
56847,Tonga,TON,2021,0.174859,0.0,0.174859,0.0,0.0,0.0,,1.649345
57114,Trinidad and Tobago,TTO,2016,39.893096,0.0,4.056048,35.203712,0.27952,0.353816,,27.150535
57115,Trinidad and Tobago,TTO,2017,40.317883,0.0,5.114475,34.573996,0.259748,0.369664,,27.267478
57116,Trinidad and Tobago,TTO,2018,40.327883,0.0,3.931472,35.775296,0.257034,0.364081,,26.801118
57117,Trinidad and Tobago,TTO,2019,40.768202,0.0,3.740944,36.416496,0.262849,0.347913,,26.82198
57118,Trinidad and Tobago,TTO,2020,35.756215,0.0,3.468628,31.648718,0.262849,0.376019,,23.552538
57119,Trinidad and Tobago,TTO,2021,36.124037,0.0,3.076824,32.505711,0.262849,0.278654,,23.677599
57386,Tunisia,TUN,2016,29.880056,0.0,13.677712,11.933648,3.594265,0.674431,,2.556983
57387,Tunisia,TUN,2017,30.48601,0.0,14.313499,12.437761,3.206094,0.528656,,2.581057
57388,Tunisia,TUN,2018,29.996937,0.0,13.74,12.582176,3.125275,0.549486,,2.513771
57389,Tunisia,TUN,2019,29.704398,0.0,13.459554,12.558098,3.223213,0.463533,,2.465236
57390,Tunisia,TUN,2020,27.578279,0.0,11.826255,12.089831,3.223213,0.43898,,2.267629
57391,Tunisia,TUN,2021,31.582747,0.0,14.16588,13.681693,3.223213,0.511962,,2.575462
57658,Turkey,TUR,2016,405.304505,151.631064,117.84743,91.851895,37.527871,0.157941,6.288304,5.002562
57659,Turkey,TUR,2017,430.220402,157.937686,120.765446,104.889667,39.468752,0.157038,7.001813,5.240849
57660,Turkey,TUR,2018,422.568908,163.038903,117.667026,95.48168,39.413498,0.174472,6.793328,5.102916
57661,Turkey,TUR,2019,401.719742,164.971991,114.860007,83.140939,32.348743,0.182841,6.215221,4.81207
57662,Turkey,TUR,2020,413.433085,158.630595,115.280894,92.216937,40.812754,0.195236,6.29667,4.9139
57663,Turkey,TUR,2021,446.204185,162.562331,118.359993,114.395247,44.394708,0.195236,6.29667,5.263368
57930,Turkmenistan,TKM,2016,73.463697,0.0,19.9688,48.85944,1.335643,3.299814,,12.518179
57931,Turkmenistan,TKM,2017,73.358743,0.0,19.997071,48.856897,1.373804,3.130971,,12.291226
57932,Turkmenistan,TKM,2018,73.252038,0.0,20.141008,48.85944,1.450127,2.801463,,12.077698
57933,Turkmenistan,TKM,2019,74.761641,0.0,20.217952,50.493584,1.522633,2.527472,,12.139744
57934,Turkmenistan,TKM,2020,72.035944,0.0,19.943643,47.435126,1.522633,3.134543,,11.524943
57935,Turkmenistan,TKM,2021,83.006808,0.0,20.524557,58.7603,1.522633,2.199318,,13.088727
58202,Turks and Caicos Islands,TCA,2016,0.32976,0.0,0.32976,0.0,0.0,0.0,,8.622078
58203,Turks and Caicos Islands,TCA,2017,0.351744,0.0,0.351744,0.0,0.0,0.0,,8.828029
58204,Turks and Caicos Islands,TCA,2018,0.362736,0.0,0.362736,0.0,0.0,0.0,,8.743365
58205,Turks and Caicos Islands,TCA,2019,0.362736,0.0,0.362736,0.0,0.0,0.0,,8.420056
58206,Turks and Caicos Islands,TCA,2020,0.309705,0.0,0.309705,0.0,0.0,0.0,,6.994867
58207,Turks and Caicos Islands,TCA,2021,0.341183,0.0,0.341183,0.0,0.0,0.0,,7.562677
58474,Tuvalu,TUV,2016,0.007328,0.0,0.007328,0.0,0.0,0.0,,0.675267
58475,Tuvalu,TUV,2017,0.007328,0.0,0.007328,0.0,0.0,0.0,,0.676764
58476,Tuvalu,TUV,2018,0.007328,0.0,0.007328,0.0,0.0,0.0,,0.674459
58477,Tuvalu,TUV,2019,0.007328,0.0,0.007328,0.0,0.0,0.0,,0.668857
58478,Tuvalu,TUV,2020,0.007734,0.0,0.007734,0.0,0.0,0.0,,0.698717
58479,Tuvalu,TUV,2021,0.007948,0.0,0.007948,0.0,0.0,0.0,,0.7094
58746,Uganda,UGA,2016,4.788769,0.0,4.415782,0.0,0.372987,0.0,,0.123587
58747,Uganda,UGA,2017,5.37689,0.0,5.00136,0.0,0.37553,0.0,,0.133997
58748,Uganda,UGA,2018,5.630826,0.0,5.301808,0.0,0.329018,0.0,,0.135632
58749,Uganda,UGA,2019,6.011812,0.0,5.430048,0.0,0.581764,0.0,,0.139975
58750,Uganda,UGA,2020,5.506982,0.0,4.925217,0.0,0.581764,0.0,,0.124018
58751,Uganda,UGA,2021,5.780464,0.0,5.1987,0.0,0.581764,0.0,,0.126063
59018,Ukraine,UKR,2016,234.008459,126.828013,34.123592,64.148539,3.622848,2.372986,2.91248,5.219492
59019,Ukraine,UKR,2017,223.087077,112.586372,35.342176,66.655074,3.543391,2.303937,2.656127,4.995539
59020,Ukraine,UKR,2018,231.674691,120.544058,35.214604,66.991888,3.71873,2.399314,2.806096,5.212386
59021,Ukraine,UKR,2019,222.056698,114.045427,38.480585,60.538273,3.947163,2.355091,2.690159,5.022647
59022,Ukraine,UKR,2020,206.941159,102.148412,34.914376,60.774426,4.026967,2.303971,2.773007,4.712884
59023,Ukraine,UKR,2021,201.857716,101.829705,36.453332,54.076202,4.421499,2.303971,2.773007,4.637058
59290,United Arab Emirates,ARE,2016,212.344312,6.97992,63.083088,134.912144,5.902516,1.466644,,23.608862
59291,United Arab Emirates,ARE,2017,214.15601,8.073695,62.469945,135.901258,6.077146,1.633964,,23.615904
59292,United Arab Emirates,ARE,2018,210.218381,7.281986,62.043578,133.565894,5.692959,1.633964,,22.999398
59293,United Arab Emirates,ARE,2019,208.495709,7.498098,60.495002,133.14076,5.727885,1.633964,,22.633898
59294,United Arab Emirates,ARE,2020,199.084442,7.168701,53.970787,130.583105,5.727885,1.633964,,21.436228
59295,United Arab Emirates,ARE,2021,204.086658,6.695359,59.84288,130.186569,5.727885,1.633964,,21.792151
59562,United Kingdom,GBR,2016,399.430131,47.824616,173.93028,165.742039,4.553321,4.5586,2.821275,6.083754
59563,United Kingdom,GBR,2017,387.367141,39.128801,174.850612,161.697365,4.40979,4.301261,2.979312,5.863442
59564,United Kingdom,GBR,2018,379.729755,33.280249,173.087118,161.485261,4.363948,4.476409,3.036771,5.715981
59565,United Kingdom,GBR,2019,364.753306,24.512705,168.995529,159.320842,4.448499,4.28319,3.192541,5.462124
59566,United Kingdom,GBR,2020,326.263199,22.809405,143.980921,149.420095,3.899688,3.442599,2.710492,4.865281
59567,United Kingdom,GBR,2021,346.773181,23.689725,154.11081,158.864022,3.899688,3.473844,2.735092,5.1541
59834,Tanzania,TZA,2016,10.869388,0.7328,6.968928,1.590176,1.577484,0.0,,0.199798
59835,Tanzania,TZA,2017,11.403023,1.494912,6.79672,1.48392,1.627471,0.0,,0.202659
59836,Tanzania,TZA,2018,11.787107,1.666602,6.948447,1.424853,1.747206,0.0,,0.20291
59837,Tanzania,TZA,2019,13.043474,1.890624,6.756416,1.872304,2.52413,0.0,,0.217854
59838,Tanzania,TZA,2020,12.29418,1.844857,6.128273,1.79692,2.52413,0.0,,0.199243
59839,Tanzania,TZA,2021,13.058865,1.983202,6.468557,2.082976,2.52413,0.0,,0.205366
60106,USA,USA,2016,5251.757629,1347.797519,2299.606916,1481.713018,39.439018,54.557104,28.644054,16.050104
60107,USA,USA,2017,5210.957584,1308.479533,2314.675386,1460.391796,40.323535,59.245489,27.841845,15.800777
60108,USA,USA,2018,5376.657233,1256.201494,2365.28348,1618.720337,38.970745,72.786925,24.694251,16.187923
60109,USA,USA,2019,5259.143836,1070.723931,2358.831137,1673.9991,40.895869,88.383147,26.310652,15.730884
60110,USA,USA,2020,4715.691109,878.972885,2049.3365,1653.677852,40.687747,67.684371,25.331754,14.037218
60111,USA,USA,2021,5007.335889,1002.299987,2233.77818,1637.038462,41.203135,67.684371,25.331754,14.858668
60378,Uruguay,URY,2016,6.521229,0.003666,6.118663,0.106316,0.292583,0.0,,1.910274
60379,Uruguay,URY,2017,6.162573,0.003664,5.71584,0.120912,0.322157,0.0,,1.800764
60380,Uruguay,URY,2018,6.57097,0.003664,6.133536,0.113584,0.320186,0.0,,1.917388
60381,Uruguay,URY,2019,6.489942,0.003666,6.030691,0.164973,0.290612,0.0,,1.89299
60382,Uruguay,URY,2020,6.29665,0.001285,5.869309,0.135443,0.290612,0.0,,1.836247
60383,Uruguay,URY,2021,6.737872,0.001891,6.286873,0.158497,0.290612,0.0,,1.966539
60650,Uzbekistan,UZB,2016,110.139074,7.093744,10.717562,86.993628,3.476474,1.857666,,3.501639
60651,Uzbekistan,UZB,2017,108.930768,6.687028,11.113291,85.868768,3.665279,1.596402,,3.409875
60652,Uzbekistan,UZB,2018,116.464113,9.658304,11.695488,89.848608,3.776099,1.485614,,3.58908
60653,Uzbekistan,UZB,2019,118.797933,8.280383,12.277682,92.388552,4.67908,1.172236,,3.602454
60654,Uzbekistan,UZB,2020,118.239699,11.347821,10.945809,90.231391,4.67908,1.035598,,3.526737
60655,Uzbekistan,UZB,2021,121.631478,8.083977,11.805991,96.180973,4.67908,0.881457,,3.568847
60922,Vanuatu,VUT,2016,0.14656,0.0,0.14656,0.0,0.0,0.0,,0.517481
60923,Vanuatu,VUT,2017,0.139232,0.0,0.139232,0.0,0.0,0.0,,0.479715
60924,Vanuatu,VUT,2018,0.175872,0.0,0.175872,0.0,0.0,0.0,,0.591568
60925,Vanuatu,VUT,2019,0.161216,0.0,0.161216,0.0,0.0,0.0,,0.529612
60926,Vanuatu,VUT,2020,0.17015,0.0,0.17015,0.0,0.0,0.0,,0.545904
60927,Vanuatu,VUT,2021,0.174859,0.0,0.174859,0.0,0.0,0.0,,0.547911
61194,Venezuela,VEN,2016,152.385301,0.560592,83.359664,48.756848,2.283097,17.4251,,4.956996
61195,Venezuela,VEN,2017,140.384977,0.311432,76.960425,47.825014,2.133257,13.154849,,4.593233
61196,Venezuela,VEN,2018,102.67186,0.124576,43.238864,41.703648,2.011018,15.593754,,3.442401
61197,Venezuela,VEN,2019,89.111142,0.164886,34.758049,34.47591,1.774428,17.93787,,3.075801
61198,Venezuela,VEN,2020,76.467466,0.065309,29.418379,29.06252,1.774428,16.146831,,2.683968
61199,Venezuela,VEN,2021,79.746599,0.036175,30.221861,32.319135,1.774428,15.395,,2.827907
61466,Viet Nam,VNM,2016,226.099813,106.856896,60.3644,20.368176,36.822063,1.688278,,2.427878
61467,Viet Nam,VNM,2017,233.040761,108.2217,62.369643,17.876953,42.73531,1.837155,,2.478286
61468,Viet Nam,VNM,2018,274.223081,134.85352,69.76256,18.554496,49.637485,1.41502,,2.889164
61469,Viet Nam,VNM,2019,341.004951,191.442495,76.332973,18.906453,52.854843,1.468186,,3.560416
61470,Viet Nam,VNM,2020,328.899732,192.278987,65.31983,16.978545,53.038255,1.284115,,3.403044
61471,Viet Nam,VNM,2021,326.013668,196.518368,60.613903,13.679221,54.120668,1.081508,,3.344827
61738,Wallis and Futuna Islands,WLF,2016,0.025648,0.0,0.025648,0.0,0.0,0.0,,2.1267
61739,Wallis and Futuna Islands,WLF,2017,0.025648,0.0,0.025648,0.0,0.0,0.0,,2.148794
61740,Wallis and Futuna Islands,WLF,2018,0.025648,0.0,0.025648,0.0,0.0,0.0,,2.170616
61741,Wallis and Futuna Islands,WLF,2019,0.025648,0.0,0.025648,0.0,0.0,0.0,,2.189517
61742,Wallis and Futuna Islands,WLF,2020,0.027069,0.0,0.027069,0.0,0.0,0.0,,2.32255
61743,Wallis and Futuna Islands,WLF,2021,0.027818,0.0,0.027818,0.0,0.0,0.0,,2.392571
62010,Yemen,YEM,2016,10.901535,0.322432,8.471168,0.985616,0.488966,0.633353,,0.372396
62011,Yemen,YEM,2017,10.58862,0.307776,8.254992,0.589904,0.670582,0.765367,,0.35255
62012,Yemen,YEM,2018,10.474176,0.31144,8.379568,0.197856,0.656611,0.928701,,0.340175
62013,Yemen,YEM,2019,12.683843,0.355295,10.124068,0.197793,0.663596,1.343091,,0.402066
62014,Yemen,YEM,2020,12.140133,0.279686,9.359764,0.197557,0.663596,1.639529,,0.376041
62015,Yemen,YEM,2021,12.476597,0.245909,9.59251,0.206611,0.663596,1.767971,,0.378289
62282,Zambia,ZMB,2016,5.857442,0.853179,4.229277,0.0,0.774986,0.0,,0.349328
62283,Zambia,ZMB,2017,6.842875,1.902634,4.083881,0.0,0.85636,0.0,,0.395586
62284,Zambia,ZMB,2018,7.412041,2.744336,3.601712,0.0,1.065993,0.0,,0.415569
62285,Zambia,ZMB,2019,7.747163,2.347513,4.438667,0.0,0.960983,0.0,,0.421489
62286,Zambia,ZMB,2020,7.280663,2.29177,4.027911,0.0,0.960983,0.0,,0.384656
62287,Zambia,ZMB,2021,7.67618,2.463629,4.251568,0.0,0.960983,0.0,,0.394194
62554,Zimbabwe,ZWE,2016,10.533453,6.932288,3.140048,0.0,0.461117,0.0,,0.728822
62555,Zimbabwe,ZWE,2017,9.596071,5.900452,3.226752,0.0,0.468867,0.0,,0.650533
62556,Zimbabwe,ZWE,2018,11.795478,7.177776,4.059712,0.0,0.55799,0.0,,0.783639
62557,Zimbabwe,ZWE,2019,11.114607,6.88832,3.656672,0.0,0.569615,0.0,,0.723861
62558,Zimbabwe,ZWE,2020,10.607897,6.721571,3.316712,0.0,0.569615,0.0,,0.67697
62559,Zimbabwe,ZWE,2021,11.296114,7.22562,3.500879,0.0,0.569615,0.0,,0.706293
62826,International Transport,XIT,2016,1170.781396,,1170.781396,,,,,
62827,International Transport,XIT,2017,1230.506945,,1230.506945,,,,,
62828,International Transport,XIT,2018,1270.690768,,1270.690768,,,,,
62829,International Transport,XIT,2019,1249.55828,,1249.55828,,,,,
62830,International Transport,XIT,2020,938.508679,,938.508679,,,,,
62831,International Transport,XIT,2021,1021.749204,,1021.749204,,,,,
