date,location_key,search_trends_cough,search_trends_fever
2021-02-11,PR,,
2021-11-27,PR,,
2020-08-31,PR,,
2020-11-12,PS,,
2021-02-23,PS,,
2021-09-19,PS,,
2022-08-25,PS,,
2022-05-16,PS,,
2021-03-31,PS,,
2020-11-23,PS,,
2022-03-25,PT,,
2022-01-25,PT,,
2021-10-06,PT,,
2022-03-06,PT,,
2021-02-28,PT,,
2020-10-30,PW,,
2022-01-23,PW,,
2021-02-20,PW,,
2021-07-03,PW,,
2021-04-20,PW,,
2022-07-15,PY,,
2021-10-27,PY,,
2021-02-12,PY,,
2021-06-26,PY,,
2020-11-26,PY,,
2021-10-08,PY,,
2020-11-30,PY,,
2022-05-04,QA,,
2020-09-10,QA,,
2022-07-01,QA,,
2021-11-02,QA,,
2020-12-01,QA,,
2022-08-09,QA,,
2020-11-24,QA,,
2021-08-31,QA,,
2021-02-21,RE,,
2022-04-27,RE,,
2021-12-17,RE,,
2021-05-25,RE,,
2022-03-21,RE,,
2021-09-24,RE,,
2021-01-13,RE,,
2021-08-06,RE,,
2022-05-09,RE,,
2022-07-15,RO,,
2021-01-25,RS,,
2021-09-27,RS,,
2022-08-13,RS,,
2020-09-22,RS,,
2022-03-29,RS,,
2021-05-19,RS,,
2020-11-18,RS,,
2021-12-19,RU,,
2020-11-21,RU,,
2022-08-09,RU,,
2020-11-01,RU,,
2021-12-23,RU,,
2022-04-27,RU,,
2021-03-21,RU,,
2022-06-12,RU,,
2022-04-02,RU,,
2020-12-07,RU,,
2020-10-17,RW,,
2022-08-16,RW,,
2022-05-13,RW,,
2021-06-08,RW,,
2021-05-28,RW,,
2021-04-22,RW,,
2020-10-31,RW,,
2022-01-26,RW,,
2022-09-06,RW,,
2021-06-11,RW,,
2021-10-23,RW,,
2022-03-07,RW,,
2022-07-17,RW,,
2020-08-15,RW,,
2021-11-02,RW,,
2020-08-23,SA,,
2021-12-14,SA,,
2022-01-07,SA,,
2022-03-11,SA,,
2022-03-01,SA,,
2022-05-20,SA,,
2021-03-02,SA,,
2020-08-25,SB,,
2022-03-13,SB,,
2021-02-05,SB,,
2021-08-10,SB,,
2020-07-05,SB,,
2022-09-04,SB,,
2022-05-12,SB,,
2021-06-16,SB,,
2022-06-16,SB,,
2021-07-27,SB,,
2021-12-13,SB,,
2021-01-18,SC,,
2021-03-10,SC,,
2021-07-09,SC,,
2021-10-21,SC,,
2020-10-04,SC,,
2022-01-17,SC,,
2020-08-16,SC,,
2020-08-08,SD,,
2020-10-16,SD,,
2022-03-22,SD,,
2021-06-23,SD,,
2021-12-24,SD,,
2021-03-03,SE,,
2021-06-10,SE,,
2021-07-18,SE,,
2022-04-15,SE,,
2021-11-24,SE,,
2020-12-25,SE,,
2022-04-01,SE,,
2021-05-27,SE,,
2021-11-09,SG,5.2,5.04
2021-05-27,SG,4.68,5.21
2022-04-18,SG,7.07,5.98
2020-07-16,SG,3.58,7.33
2022-08-05,SG,10.02,8.41
2022-01-30,SG,6.77,5.92
2020-11-24,SG,4.08,4.34
2022-03-09,SG,10.78,7.19
2022-08-14,SG,10.63,7.97
2021-03-24,SG,5.59,4.59
2022-01-28,SG,6.58,6.17
2021-07-14,SH,,
2021-07-08,SH,,
2021-07-12,SH,,
2021-05-08,SH,,
2020-07-06,SH,,
2021-04-17,SH,,
2022-06-30,SH,,
2021-10-05,SH,,
2022-05-30,SH,,
2022-05-02,SH,,
2022-01-15,SI,,
2022-05-18,SI,,
2020-09-30,SI,,
2021-11-17,SI,,
2021-07-27,SI,,
2020-08-21,SI,,
2020-11-28,SI,,
2021-07-19,SI,,
2021-07-25,SI,,
2022-05-16,SI,,
2022-08-01,SI,,
2022-06-21,SI,,
2022-02-17,SI,,
2020-10-31,SI,,
2022-07-09,SJ,,
2020-08-27,SJ,,
2021-04-22,SJ,,
2021-01-29,SJ,,
2022-08-08,SJ,,
2022-08-14,SJ,,
2022-03-02,SJ,,
2022-01-17,SJ,,
2020-08-04,SJ,,
2022-04-11,SJ,,
2020-12-12,SK,,
2021-09-28,SK,,
2022-06-13,SK,,
2022-05-08,SK,,
2021-10-18,SK,,
2021-03-16,SK,,
2022-05-21,SK,,
2022-02-24,SK,,
2020-11-23,SK,,
2021-06-08,SL,,
2022-05-07,SL,,
2020-07-11,SL,,
2021-06-19,SL,,
2022-07-28,SL,,
2021-04-07,SL,,
2022-05-14,SL,,
2020-12-13,SL,,
2022-08-08,SM,,
2022-07-07,SM,,
2021-09-30,SM,,
2022-07-05,SM,,
2021-02-06,SM,,
2022-01-12,SM,,
2021-11-25,SM,,
2020-09-05,SM,,
2021-08-17,SN,,
2021-08-19,SN,,
2021-03-10,SN,,
2020-11-28,SN,,
2020-07-21,SN,,
2021-04-02,SN,,
2021-09-17,SN,,
2020-11-29,SN,,
2021-02-28,SO,,
2020-10-20,SO,,
2021-06-18,SO,,
2020-11-30,SO,,
2020-12-16,SO,,
2022-02-17,SO,,
2021-03-31,SO,,
2022-05-14,SO,,
2021-08-27,SR,,
2021-07-22,SR,,
2021-04-10,SR,,
2020-10-19,SR,,
2022-02-12,SR,,
2022-01-01,SR,,
2020-11-16,SR,,
2021-07-03,SR,,
2022-08-18,SR,,
2021-03-28,SR,,
2022-09-03,SR,,
2020-09-07,SR,,
2021-06-06,SR,,
2022-01-04,SR,,
2022-07-23,SR,,
2021-01-15,SR,,
2021-03-11,SR,,
2021-11-12,SS,,
2022-04-07,SS,,
2021-05-07,SS,,
2021-05-23,SS,,
2021-02-04,SS,,
2020-08-08,SS,,
2021-12-03,SS,,
2021-04-23,SS,,
2021-11-24,SS,,
2020-12-26,SS,,
2022-09-06,SS,,
2021-02-17,ST,,
2022-03-28,ST,,
2021-02-22,ST,,
2020-08-06,ST,,
2021-09-03,ST,,
2021-03-01,ST,,
2022-07-29,ST,,
2021-11-11,ST,,
2021-04-08,ST,,
2021-08-16,ST,,
2020-08-05,ST,,
2022-02-02,SV,,
2020-12-21,SV,,
2021-02-06,SV,,
2020-08-01,SV,,
2022-04-07,SV,,
2022-01-28,SV,,
2021-03-21,SX,,
2022-09-14,SX,,
2021-09-18,SX,,
2022-01-21,SX,,
2022-08-24,SX,,
2021-09-01,SX,,
2022-01-01,SX,,
2021-08-09,SX,,
2022-03-15,SX,,
2021-05-14,SX,,
2021-07-13,SY,,
2020-08-19,SY,,
2022-03-05,SY,,
2021-08-16,SY,,
2021-06-23,SY,,
2022-03-26,SY,,
2020-10-11,SY,,
2022-09-10,SY,,
2021-11-22,SY,,
2021-12-01,SY,,
2021-12-13,SY,,
2021-08-24,SZ,,
2021-02-25,SZ,,
2020-08-12,SZ,,
2021-04-05,SZ,,
2022-06-16,SZ,,
2021-04-15,SZ,,
2022-04-25,SZ,,
2022-03-30,SZ,,
2022-01-09,SZ,,
2021-04-01,SZ,,
2020-11-16,TC,,
2022-06-28,TC,,
2022-04-28,TC,,
2021-11-29,TC,,
2020-08-28,TC,,
2020-07-10,TC,,
2022-07-08,TC,,
2020-07-05,TD,,
2020-12-14,TD,,
2021-05-06,TD,,
2020-07-31,TD,,
2021-01-05,TD,,
2021-02-07,TD,,
2021-09-11,TD,,
2022-08-13,TD,,
2022-02-15,TF,,
2020-10-08,TF,,
2021-02-15,TF,,
2020-07-16,TF,,
2021-01-17,TF,,
2022-08-08,TF,,
2021-04-29,TF,,
2021-03-23,TF,,
2020-11-17,TF,,
2021-09-23,TF,,
2021-01-04,TG,,
2020-09-03,TG,,
2020-09-25,TG,,
2021-03-11,TG,,
2022-07-29,TG,,
2022-05-22,TG,,
2021-09-16,TG,,
2020-12-25,TG,,
2022-08-03,TG,,
2021-09-22,TG,,
2022-08-25,TG,,
2022-08-25,TH,,
2021-08-15,TH,,
2021-08-17,TH,,
2020-11-05,TJ,,
2021-04-24,TJ,,
2021-06-30,TJ,,
2020-08-05,TJ,,
2021-07-25,TJ,,
2020-07-06,TJ,,
2020-10-12,TJ,,
2021-07-06,TJ,,
2021-03-07,TK,,
2020-07-10,TK,,
2022-08-12,TK,,
2021-08-06,TK,,
2021-07-18,TK,,
2022-04-26,TK,,
2020-10-03,TK,,
2020-07-19,TL,,
2021-04-28,TL,,
2021-05-08,TL,,
2022-06-13,TL,,
2021-04-01,TL,,
2020-07-13,TL,,
2022-04-26,TL,,
2021-08-31,TL,,
2021-12-15,TL,,
2022-04-06,TL,,
2022-05-05,TL,,
2022-01-09,TM,,
2020-11-02,TM,,
2022-07-19,TM,,
2020-07-26,TM,,
2021-03-26,TN,,
2022-09-12,TN,,
2021-01-21,TN,,
2021-07-20,TN,,
2021-11-17,TN,,
2021-01-03,TN,,
2021-07-30,TN,,
2020-11-17,TN,,
2022-04-26,TN,,
2022-04-22,TN,,
2021-11-02,TN,,
2022-08-21,TO,,
2021-06-12,TO,,
2022-06-12,TO,,
2022-08-04,TO,,
2020-08-05,TO,,
2022-03-23,TO,,
2021-09-21,TO,,
2022-02-15,TR,,
2022-05-15,TR,,
2020-10-26,TR,,
2020-11-03,TR,,
2021-05-12,TR,,
2020-11-10,TR,,
2021-09-23,TR,,
2022-07-08,TR,,
2021-11-20,TR,,
2021-07-21,TR,,
2022-02-07,TR,,
2021-01-12,TR,,
2022-08-31,TT,,
2020-10-16,TT,,
2020-11-20,TT,,
2021-12-01,TT,,
2021-12-15,TT,,
2021-06-26,TT,,
2021-10-23,TT,,
2022-03-04,TT,,
2020-10-13,TT,,
2021-11-17,TV,,
2020-12-20,TV,,
2021-06-30,TV,,
2021-10-15,TV,,
2020-09-23,TV,,
2022-06-18,TV,,
2022-05-13,TV,,
2020-07-11,TW,,
2020-11-29,TZ,,
2021-01-11,TZ,,
2020-10-22,TZ,,
2022-05-30,TZ,,
2021-09-18,TZ,,
2021-03-14,TZ,,
2022-03-30,TZ,,
2020-09-19,TZ,,
2020-12-13,TZ,,
2020-10-26,TZ,,
2021-01-16,TZ,,
2021-05-06,UA,,
2020-12-06,UA,,
2020-10-05,UA,,
2022-01-24,UA,,
2020-10-16,UA,,
2020-10-28,UA,,
2020-11-04,UA,,
2021-06-27,UA,,
2021-09-03,UA,,
2021-01-09,UG,,
2021-04-02,UG,,
2020-12-18,UG,,
2021-03-07,UG,,
2022-06-02,UG,,
2021-12-15,UG,,
2020-12-09,UG,,
2020-11-13,UG,,
2022-04-30,UG,,
2020-08-28,UG,,
2021-04-18,UG,,
2021-03-20,UM,,
2020-12-11,UM,,
2022-06-08,UM,,
2022-06-12,UM,,
2022-03-31,UM,,
2021-05-24,UY,,
2022-01-21,UY,,
2021-07-19,UY,,
2022-06-22,UY,,
2021-11-02,UY,,
2022-07-31,UY,,
2020-11-01,UY,,
2020-12-11,UY,,
2022-06-10,UY,,
2022-07-02,UY,,
2021-08-04,UY,,
2020-09-25,UY,,
2021-04-09,UY,,
2020-07-04,UY,,
2021-10-30,UZ,,
2021-04-10,UZ,,
2021-12-07,UZ,,
2022-07-24,UZ,,
2021-02-21,UZ,,
2022-05-26,UZ,,
2020-08-28,UZ,,
2021-04-15,UZ,,
2021-12-11,UZ,,
2022-01-30,UZ,,
2022-03-24,UZ,,
2020-09-30,VA,,
2021-09-30,VA,,
2020-07-29,VA,,
2022-08-19,VA,,
2022-09-03,VA,,
2021-05-09,VA,,
2021-02-14,VA,,
2021-04-05,VA,,
2021-02-02,VA,,
2021-09-14,VA,,
2020-09-04,VC,,
2022-07-22,VC,,
2021-06-26,VC,,
2022-02-02,VC,,
2020-08-08,VC,,
2022-04-15,VC,,
2022-04-19,VC,,
2020-09-05,VC,,
2020-09-07,VC,,
2021-07-21,VC,,
2020-12-29,VC,,
2021-12-20,VC,,
2022-04-15,VE,,
2021-11-22,VE,,
2022-06-21,VE,,
2022-02-07,VE,,
2022-08-08,VE,,
2021-07-13,VE,,
2020-10-13,VE,,
2020-12-26,VE,,
2021-05-24,VG,,
2020-09-03,VG,,
2021-09-24,VG,,
2021-07-30,VG,,
2021-09-09,VG,,
2022-09-15,VG,,
2020-08-18,VG,,
2021-09-01,VG,,
2021-05-03,VG,,
2021-03-11,VG,,
2021-07-18,VI,,
2020-08-16,VI,,
2021-10-30,VI,,
2022-01-23,VI,,
2022-04-24,VI,,
2022-06-28,VI,,
2021-05-16,VI,,
2020-09-17,VI,,
2021-02-12,VI,,
2022-04-10,VN,,
2021-09-05,VN,,
2020-09-14,VN,,
2020-10-22,VN,,
2022-01-23,VN,,
2022-04-03,VN,,
2021-06-11,VN,,
2022-01-31,VN,,
2021-08-06,VN,,
2020-09-03,VU,,
2022-06-24,VU,,
2022-07-02,VU,,
2021-01-22,VU,,
2021-05-24,VU,,
2022-03-15,VU,,
2021-10-04,VU,,
2022-01-09,VU,,
2022-09-04,VU,,
2022-07-19,VU,,
2022-04-19,WF,,
2022-06-13,WF,,
2021-01-07,WF,,
2021-06-21,WF,,
2022-05-09,WF,,
2021-03-14,WF,,
2021-02-25,WF,,
2020-08-03,WF,,
2021-11-30,WF,,
2021-06-06,WF,,
2020-08-21,WF,,
2022-06-03,WS,,
2021-03-22,WS,,
2021-02-22,WS,,
2021-07-08,WS,,
2021-11-30,WS,,
2022-05-19,WS,,
2022-04-02,WS,,
2021-05-30,WS,,
2021-07-25,WS,,
2021-11-07,WS,,
2020-12-30,WS,,
2021-03-11,XK,,
2022-06-11,XK,,
2021-01-28,XK,,
2022-06-13,XK,,
2021-07-22,XK,,
2022-03-15,XK,,
2022-08-13,XK,,
2022-05-27,XK,,
2021-10-09,XK,,
2021-06-06,XK,,
2021-03-07,XK,,
2022-06-16,YE,,
2022-04-09,YE,,
2021-04-05,YE,,
2020-07-07,YE,,
2020-09-19,YE,,
2020-08-29,YE,,
2020-12-14,YT,,
2020-09-21,YT,,
2021-02-01,YT,,
2022-04-02,YT,,
2021-01-22,YT,,
2021-12-15,YT,,
2021-07-29,YT,,
2022-04-13,YT,,
2022-05-01,YT,,
2022-04-28,YT,,
2021-04-14,YT,,
2020-12-15,YT,,
2021-07-07,YT,,
2022-01-09,ZA,,
2022-04-14,ZA,,
2020-07-21,ZA,,
2022-04-20,ZA,,
2021-03-17,ZA,,
2021-07-17,ZA,,
2020-10-13,ZA,,
2021-02-24,ZA,,
2022-03-19,ZA,,
2021-07-25,ZA,,
2022-03-22,ZM,,
2021-03-17,ZM,,
2021-11-18,ZM,,
2022-02-09,ZM,,
2022-06-24,ZM,,
2020-10-01,ZM,,
2020-07-12,ZM,,
2021-11-10,ZM,,
2021-11-21,ZM,,
2022-07-22,ZM,,
2021-11-04,ZM,,
2021-02-18,ZM,,
2020-11-17,ZW,,
2021-10-14,ZW,,
2021-04-24,ZW,,
2020-08-14,ZW,,
2022-05-28,ZW,,
2021-04-03,ZW,,
2022-08-03,ZW,,
2022-09-08,ZW,,
2020-10-25,ZW,,
2022-05-27,ZW,,
2021-06-17,DE,,
2021-04-10,DE,,
2021-11-25,DE,,
2021-07-18,DE,,
2021-10-11,DE,,
2021-10-31,DE,,
2022-05-20,AR,,
2021-12-06,AR,,
2022-01-06,AR,,
2022-04-21,AR,,
2020-10-12,AR,,
2021-03-13,BR,,
2021-04-25,BR,,
2021-11-10,BR,,
2020-07-14,BR,,
2021-05-01,BR,,
2020-08-31,BR,,
2020-07-19,BR,,
2021-01-25,BR,,
2021-05-24,CO,,
2021-12-22,CO,,
2022-01-13,CO,,
2022-01-10,CO,,
2021-09-09,CO,,
2022-07-21,CZ,,
2021-07-16,CZ,,
2022-04-15,CZ,,
2022-03-23,CZ,,
2021-06-28,CZ,,
2020-12-23,EE,,
2020-11-23,EE,,
2020-08-09,EE,,
2022-06-02,EE,,
2022-01-25,EE,,
2020-07-28,ES,,
2020-11-20,ES,,
2020-07-04,ES,,
2021-03-04,ES,,
2021-09-06,ES,,
2020-12-27,ES,,
2021-12-16,FI,,
2022-02-26,FI,,
2020-10-22,FI,,
2021-02-21,FI,,
2021-03-18,FI,,
2020-10-20,FI,,
2021-11-10,FI,,
2020-12-23,FR,,
2021-09-09,FR,,
2020-09-02,FR,,
2022-01-04,FR,,
2021-02-15,HK,,
2021-12-17,HK,,
2021-03-07,HK,,
2021-08-09,HK,,
2021-12-25,HK,,
2020-07-19,HK,,
2021-04-11,HK,,
2021-01-08,HK,,
2021-08-02,HK,,
2020-10-23,HK,,
2020-11-19,HK,,
2020-10-01,HK,,
2021-05-09,HK,,
2020-12-13,HK,,
2021-10-24,HK,,
2020-09-20,IN,,
2021-07-18,IN,,
2020-12-14,IN,,
2020-11-12,IN,,
2022-04-30,MX,,
2022-02-07,MX,,
2020-09-17,MY,,
2021-05-04,MY,,
2020-07-13,MY,,
2020-07-30,MY,,
2022-07-20,MY,,
2022-02-19,MY,,
2021-04-30,NZ,7.48,4.85
2020-11-06,NZ,6.99,5.44
2020-12-18,NZ,7.74,5.41
2020-10-25,NZ,7.16,5.4
2021-03-10,NZ,7.42,4.86
2020-10-26,NZ,8.8,6.03
2021-11-23,NZ,7.12,4.6
2021-07-20,NZ,16.12,6.1
2020-08-13,NZ,9.21,6.36
2021-08-15,NZ,14.31,6.9
2021-12-06,NZ,7.84,5.09
2021-09-07,PE,,
2021-12-21,PE,,
2020-12-05,PE,,
2021-11-15,PE,,
2021-08-26,PE,,
2021-09-23,PE,,
2020-12-23,PE,,
2022-01-17,PE,,
2020-09-10,PH,,
2021-08-04,PH,,
2020-12-05,PH,,
2021-05-22,PH,,
2021-02-23,PH,,
2020-07-12,PH,,
2021-04-04,TH,,
2021-01-19,TH,,
2021-04-24,TH,,
2022-03-10,TW,,
2020-12-30,TW,,
2020-10-24,TW,,
2021-07-20,TW,,
2021-03-10,TW,,
2022-06-15,TW,,
2022-02-02,TW,,
2021-08-01,TW,,
2020-08-27,US,2.95,3.49
2021-12-27,US,11.01,7.42
2022-03-06,US,4.75,3.12
2020-11-28,US,4.12,3.68
2021-09-23,US,5.47,3.87
2021-06-28,US,4.34,3.21
2021-03-17,US,3.43,3.19
2021-08-15,AR,,
2020-10-13,AR,,
2021-07-04,AR,,
2021-12-20,AR,,
2020-08-09,AR,,
2020-09-23,AR,,
2020-10-18,AR,,
2020-11-08,BR,,
2021-06-06,BR,,
2020-07-01,BR,,
2020-07-16,BR,,
2020-09-11,BR,,
2020-08-11,CO,,
2020-10-24,CO,,
2020-11-04,CO,,
2021-06-24,CO,,
2021-03-19,CO,,
2020-09-01,CO,,
2020-11-27,CO,,
2021-01-31,CO,,
2021-04-21,CZ,,
2020-08-02,CZ,,
2021-11-08,CZ,,
2021-11-14,CZ,,
2021-10-14,DE,,
2020-07-18,DE,,
2021-03-17,DE,,
2020-08-17,DE,,
2020-08-20,DE,,
2021-12-05,DE,,
2020-10-24,DE,,
2021-07-28,EE,,
2022-05-10,EE,,
2022-01-06,EE,,
2020-07-14,EE,,
2020-08-17,EE,,
2022-06-06,EE,,
2022-09-07,EE,,
2021-03-25,EE,,
2021-03-26,EE,,
2021-05-25,EE,,
2020-12-07,EE,,
2022-07-25,EE,,
2021-12-02,EE,,
2021-03-10,ES,,
2020-08-23,ES,,
2022-02-16,ES,,
2021-11-19,ES,,
2022-04-21,FI,,
2021-08-23,FI,,
2022-03-30,FI,,
2022-03-23,FI,,
2021-03-12,FI,,
2021-04-11,FI,,
2022-04-12,FI,,
2022-02-03,FI,,
2020-11-12,FI,,
2022-02-25,FI,,
2021-07-05,FI,,
2021-03-08,FI,,
2022-02-06,FR,,
2021-10-07,FR,,
2021-10-27,FR,,
2020-07-19,FR,,
2022-02-16,FR,,
2021-04-27,HK,,
2022-01-23,HK,,
2021-09-12,HK,,
2021-01-06,HK,,
2021-08-26,IN,,
2021-04-12,IN,,
2021-03-23,IN,,
2021-06-08,IN,,
2021-08-25,IN,,
2021-02-22,IN,,
2021-08-27,IN,,
2021-02-11,IN,,
2021-09-07,IN,,
2020-08-25,IN,,
2021-06-25,IN,,
2021-02-28,IN,,
2022-05-27,MX,,
2022-08-29,MX,,
2020-12-18,MY,,
2021-06-08,MY,,
2020-07-05,MY,,
2021-04-06,MY,,
2021-12-12,MY,,
2021-12-31,MY,,
2021-09-08,MY,,
2021-11-08,MY,,
2022-01-29,MY,,
2021-04-25,MY,,
2020-09-27,MY,,
2021-12-14,NZ,7.39,4.64
2020-09-24,NZ,6.75,4.65
2021-04-04,NZ,7.71,5.38
2022-02-03,NZ,6.99,5.25
2020-08-02,NZ,8.74,4.95
2021-11-20,NZ,6.38,5.02
2021-03-18,PE,,
2021-11-08,PE,,
2021-10-20,PE,,
2021-05-19,PE,,
2020-09-23,PH,,
2020-12-21,PH,,
2021-06-06,PH,,
2020-11-17,PH,,
2020-08-02,PH,,
2020-08-31,PH,,
2020-12-03,PH,,
2021-07-16,PH,,
2021-05-15,RO,,
2020-07-01,RO,,
2021-11-21,RO,,
2021-05-07,RO,,
2020-10-03,RO,,
2021-06-09,RO,,
2021-05-28,RO,,
2021-01-05,RO,,
2020-09-11,RO,,
2022-06-08,RO,,
2020-11-16,RO,,
2021-04-06,RO,,
2021-08-30,RO,,
2020-09-05,TH,,
2021-02-20,TH,,
2020-12-04,TH,,
2020-11-18,TH,,
2021-01-10,TH,,
2022-01-30,TW,,
2020-12-04,TW,,
2022-04-15,TW,,
2022-06-20,TW,,
2021-12-23,TW,,
2021-12-19,TW,,
2021-10-03,TW,,
2022-01-15,TW,,
2021-11-17,US,6.75,4.0
2022-02-19,US,4.67,3.04
2021-11-15,US,6.69,3.92
2021-05-09,US,3.84,3.21
2021-12-07,US,6.77,4.08
2020-11-16,US,4.47,4.25
2021-01-01,AD,,
2022-05-21,AD,,
2021-04-30,AD,,
2020-12-04,AD,,
2021-09-05,AD,,
2021-05-27,AD,,
2021-11-29,AD,,
2021-03-05,AD,,
2022-01-18,AD,,
2022-05-25,AD,,
2020-10-25,AD,,
2022-07-13,AD,,
2020-08-02,AD,,
2022-09-03,AD,,
2021-11-20,AE,,
2022-03-17,AE,,
2021-03-16,AE,,
2021-02-06,AE,,
2022-07-20,AE,,
2022-07-08,AE,,
2020-09-17,AE,,
2021-06-30,AE,,
2022-05-26,AE,,
2020-07-16,AE,,
2021-09-28,AE,,
2020-11-28,AE,,
2021-10-02,AE,,
2021-03-12,AE,,
2022-03-20,AE,,
2022-05-01,AF,,
2020-10-03,AF,,
2020-08-30,AF,,
2022-07-25,AF,,
2021-06-26,AF,,
2021-05-25,AG,,
2022-03-04,AG,,
2021-03-05,AG,,
2022-07-12,AG,,
2021-11-12,AG,,
2021-08-09,AG,,
2022-01-25,AG,,
2020-07-16,AG,,
2020-12-22,AG,,
2022-08-06,AG,,
2022-02-25,AG,,
2022-03-19,AG,,
2020-12-12,AI,,
2021-12-14,AI,,
2020-09-19,AI,,
2021-06-27,AI,,
2022-06-25,AI,,
2021-02-08,AI,,
2021-08-07,AI,,
2022-03-11,AI,,
2021-03-10,AL,,
2021-12-21,AL,,
2021-11-03,AL,,
2022-08-04,AL,,
2022-05-14,AL,,
2020-11-09,AL,,
2022-01-19,AL,,
2022-09-14,AL,,
2022-03-20,AL,,
2021-08-06,AL,,
2021-05-08,AL,,
2020-09-26,AL,,
2020-09-05,AL,,
2022-06-12,AL,,
2021-02-03,AM,,
2021-08-10,AM,,
2021-06-06,AM,,
2020-08-04,AM,,
2021-08-01,AM,,
2020-08-25,AM,,
2022-04-29,AM,,
2021-11-20,AM,,
2022-06-17,AM,,
2020-09-09,AM,,
2021-07-07,AM,,
2021-07-16,AM,,
2022-06-04,AN,,
2020-12-13,AN,,
2022-01-23,AN,,
2021-01-23,AN,,
2022-03-08,AN,,
2022-05-13,AN,,
2021-01-14,AN,,
2021-02-17,AN,,
2021-01-15,AN,,
2021-01-07,AO,,
2021-05-14,AO,,
2020-07-04,AO,,
2021-09-04,AO,,
2021-09-16,AO,,
2021-11-25,AQ,,
2022-02-14,AQ,,
2021-04-06,AQ,,
2021-09-21,AQ,,
2020-08-24,AQ,,
2021-01-14,AQ,,
2021-08-26,AQ,,
2020-10-28,AQ,,
2022-07-08,AR,,
2022-04-08,AS,,
2022-01-29,AS,,
2021-04-23,AS,,
2021-05-09,AS,,
2022-05-05,AS,,
2021-11-25,AS,,
2021-12-21,AS,,
2020-12-03,AS,,
2021-07-28,AT,,
2021-05-05,AT,,
2021-05-21,AT,,
2020-09-29,AT,,
2022-01-04,AT,,
2021-12-06,AT,,
2020-12-12,AT,,
2021-01-06,AT,,
2022-09-12,AU,10.35,5.82
2022-07-25,AU,13.12,6.96
2022-01-05,AU,9.28,10.49
2022-02-11,AU,4.79,6.56
2021-01-18,AU,4.73,4.33
2021-03-10,AU,7.17,5.1
2021-09-26,AU,5.52,4.1
2022-01-29,AU,5.23,5.51
2021-08-07,AU,7.33,4.82
2022-04-18,AU,8.98,5.95
2022-07-05,AU,14.68,6.86
2021-12-21,AU,6.21,5.44
2022-07-19,AW,,
2022-09-02,AW,,
2021-09-18,AW,,
2020-09-04,AW,,
2020-09-22,AW,,
2021-05-14,AW,,
2020-12-11,AW,,
2020-11-16,AW,,
2022-07-27,AW,,
2022-05-05,AW,,
2022-04-07,AW,,
2021-08-01,AW,,
2022-04-18,AW,,
2020-12-24,AW,,
2021-07-13,AW,,
2021-08-11,AZ,,
2022-04-04,AZ,,
2022-02-15,AZ,,
2021-03-07,AZ,,
2021-10-04,AZ,,
2020-09-02,AZ,,
2021-05-27,AZ,,
2021-02-03,AZ,,
2022-05-24,AZ,,
2021-03-21,AZ,,
2022-01-23,AZ,,
2022-09-10,BA,,
2022-07-17,BA,,
2022-01-21,BA,,
2021-08-21,BA,,
2022-06-20,BA,,
2022-05-11,BA,,
2021-04-22,BA,,
2021-03-10,BA,,
2020-12-27,BA,,
2021-11-12,BA,,
2021-06-26,BA,,
2022-08-18,BA,,
2020-08-06,BB,,
2021-07-05,BB,,
2021-10-21,BB,,
2021-03-15,BB,,
2021-07-11,BB,,
2020-07-05,BB,,
2020-09-07,BB,,
2022-06-15,BB,,
2022-08-03,BB,,
2022-07-05,BD,,
2020-09-02,BD,,
2020-09-15,BD,,
2021-09-05,BD,,
2022-03-23,BD,,
2021-06-05,BD,,
2020-08-30,BD,,
2021-08-31,BD,,
2021-07-23,BD,,
2021-10-10,BD,,
2021-11-15,BD,,
2021-04-24,BD,,
2021-07-19,BD,,
2021-05-02,BD,,
2020-08-31,BD,,
2022-09-13,BD,,
2021-08-07,BE,,
2022-08-30,BE,,
2022-02-26,BE,,
2021-06-19,BE,,
2020-07-27,BE,,
2022-06-16,BE,,
2021-11-25,BE,,
2021-10-31,BE,,
2022-02-04,BE,,
2020-11-23,BE,,
2022-03-07,BE,,
2022-08-21,BF,,
2020-08-31,BF,,
2020-10-29,BF,,
2021-01-11,BF,,
2022-06-17,BF,,
2021-07-30,BF,,
2021-06-11,BF,,
2021-02-09,BF,,
2022-03-26,BF,,
2021-03-29,BF,,
2021-08-12,BG,,
2020-09-17,BG,,
2020-07-23,BG,,
2020-12-07,BG,,
2022-02-21,BG,,
2022-01-10,BG,,
2022-08-11,BG,,
2020-08-12,BG,,
2021-02-04,BH,,
2021-08-03,BH,,
2021-11-23,BH,,
2020-12-04,BH,,
2022-08-06,BH,,
2022-07-31,BH,,
2022-09-06,BH,,
2022-06-20,BH,,
2021-03-09,BH,,
2020-08-20,BH,,
2021-02-01,BH,,
2021-01-16,BI,,
2020-12-05,BI,,
2020-09-11,BI,,
2021-04-11,BI,,
2020-12-07,BI,,
2021-03-06,BI,,
2021-07-14,BI,,
2021-10-04,BI,,
2021-11-11,BI,,
2021-12-30,BI,,
2022-01-30,BJ,,
2021-06-03,BJ,,
2022-01-26,BJ,,
2022-01-05,BJ,,
2021-11-30,BJ,,
2020-12-21,BJ,,
2022-04-23,BJ,,
2022-05-02,BJ,,
2020-10-16,BJ,,
2021-10-25,BM,,
2021-07-23,BM,,
2020-12-27,BM,,
2022-07-22,BM,,
